week_start,week_end,channel,spend,leads,qualified_leads,new_customers,attributed_revenue,cpl,cac,lead_to_sale_rate,roas,efficiency_score,quality_score,scale_score,total_score,notes
2026-05-04,2026-05-10,meta,0,0,0,0,0,,,,,,,,Initial baseline
2026-05-04,2026-05-10,google,0,0,0,0,0,,,,,,,,Initial baseline
2026-05-04,2026-05-10,organic,0,0,0,0,0,,,,,,,,Initial baseline
